ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	GeneRatio_in_term
IPR021099	Plant organelle RNA recognition domain	3/5009	21/35927	0.576559736615126	0.999999999999999	0.999999999999999	og24930/og26246/og32718	3	3/21
IPR045040	PORR family	3/5009	21/35927	0.576559736615126	0.999999999999999	0.999999999999999	og24930/og26246/og32718	3	3/21
IPR045051	Subtilisin-like protease	6/5009	44/35927	0.589278640671862	0.999999999999999	0.999999999999999	og25808/og26479/og28343/og29803/og31364/og33053	6	6/44
IPR014044	CAP domain	4/5009	29/35927	0.590241815312023	0.999999999999999	0.999999999999999	og24463/og25502/og31082/og32943	4	4/29
IPR025886	Phloem protein 2-like	4/5009	29/35927	0.590241815312023	0.999999999999999	0.999999999999999	og23218/og28827/og32944/og32945	4	4/29
IPR036052	Tryptophan synthase beta chain-like, PALP domain superfamily	4/5009	29/35927	0.590241815312023	0.999999999999999	0.999999999999999	og23460/og23588/og24478/og27649	4	4/29
IPR000223	Peptidase S26A, signal peptidase I	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og26472	1	1/6
IPR000572	Oxidoreductase, molybdopterin-binding domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33418	1	1/6
IPR000648	Oxysterol-binding protein	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og28601	1	1/6
IPR001063	Large ribosomal subunit protein uL22	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33102	1	1/6
IPR001330	Prenyltransferase alpha-alpha toroid domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og23773	1	1/6
IPR002076	ELO family	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og29514	1	1/6
IPR002092	DNA-directed RNA polymerase, phage-type	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og28743	1	1/6
IPR002128	NADH:ubiquinone/plastoquinone oxidoreductase, chloroplast chain 5, C-terminal	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og30851	1	1/6
IPR002478	PUA domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og31349	1	1/6
IPR002541	Cytochrome c assembly protein	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og27885	1	1/6
IPR003395	RecF/RecN/SMC, N-terminal	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24093	1	1/6
IPR003614	Knottin, scorpion toxin-like	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og27396	1	1/6
IPR005066	Moybdenum cofactor oxidoreductase, dimerisation	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33418	1	1/6
IPR005067	Fatty acid desaturase, type 2	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og25427	1	1/6
IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og28217	1	1/6
IPR006172	DNA-directed DNA polymerase, family B	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og28217	1	1/6
IPR006760	Endosulphine	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og23080	1	1/6
IPR006904	Protein of unknown function DUF716	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og23360	1	1/6
IPR007033	RAB6-interacting golgin	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og30990	1	1/6
IPR007146	Sas10/Utp3/C1D	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og29131	1	1/6
IPR007148	Small-subunit processome, Utp12	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og29604	1	1/6
IPR007274	Ctr copper transporter	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24524	1	1/6
IPR008004	Protein OCTOPUS-like	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24267	1	1/6
IPR008176	Defensin, plant	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og27396	1	1/6
IPR008335	Eukaryotic molybdopterin oxidoreductase	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33418	1	1/6
IPR009028	Coatomer/calthrin adaptor appendage, C-terminal subdomain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og23629	1	1/6
IPR009291	Vacuolar protein sorting-associated protein 62	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og26884	1	1/6
IPR009457	THH1/TOM1/TOM3 domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og26619	1	1/6
IPR010471	Protein of unknown function DUF1068	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og27278	1	1/6
IPR011146	HIT-like domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24611	1	1/6
IPR011498	Kelch repeat type 2	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og31225	1	1/6
IPR011692	Stress up-regulated Nod 19	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og29594	1	1/6
IPR011948	Dullard phosphatase domain, eukaryotic	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og26483	1	1/6
IPR013144	CRA domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og29428	1	1/6
IPR014724	RNA polymerase Rpb2, OB-fold	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og26598	1	1/6
IPR015800	Copper amine oxidase, N2-terminal	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og30665	1	1/6
IPR016082	Large ribosomal subunit protein uL30-like, ferredoxin-like fold domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33358	1	1/6
IPR016095	Large ribosomal subunit protein uL1, 3-layer alpha/beta-sandwich domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og29485	1	1/6
IPR016182	Copper amine oxidase, N-terminal	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og30665	1	1/6
IPR016965	Phosphatase PHOSPHO-type	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33598	1	1/6
IPR018079	Small ribosomal subunit protein uS4, conserved site	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og25968	1	1/6
IPR019808	Histidine triad, conserved site	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24611	1	1/6
IPR019831	Manganese/iron superoxide dismutase, N-terminal	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33585	1	1/6
IPR025124	Gag1-like, clamp domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og31322	1	1/6
IPR027246	Eukaryotic porin/Tom40	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og23484	1	1/6
IPR036224	GINS, helical bundle-like domain superfamily	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og26883	1	1/6
IPR036324	Manganese/iron superoxide dismutase, N-terminal domain superfamily	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33585	1	1/6
IPR036374	Oxidoreductase, molybdopterin-binding domain superfamily	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33418	1	1/6
IPR036919	Large ribosomal subunit protein uL30, ferredoxin-like fold domain superfamily	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33358	1	1/6
IPR039357	3-oxo-5-alpha-steroid 4-dehydrogenase/very-long-chain enoyl-CoA reductase	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og33014	1	1/6
IPR039713	At2g23090-like	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og27609	1	1/6
IPR042087	DNA polymerase family B, thumb domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og28217	1	1/6
IPR043131	Branched-chain-amino-acid aminotransferase-like, N-terminal	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24959	1	1/6
IPR044566	Polyamine transporter RMV1-like	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og27352	1	1/6
IPR044577	Heavy metal-associated isoprenylated plant protein 4/7/8/17/18/19	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og26626	1	1/6
IPR044766	NPSN/SNAP25-like, N-terminal SNARE domain	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24091	1	1/6
IPR044770	Protein spinster-like	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og29687	1	1/6
IPR044834	Patellin	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og24685	1	1/6
IPR045113	RNA polymerase subunit Rpb7-like	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og23903	1	1/6
IPR045863	CorA, transmembrane region	1/5009	6/35927	0.59382493946408	0.999999999999999	0.999999999999999	og23040	1	1/6
IPR000640	Elongation factor EFG, domain V-like	2/5009	14/35927	0.600686691729771	0.999999999999999	0.999999999999999	og33163/og33480	2	2/14
IPR023346	Lysozyme-like domain superfamily	2/5009	14/35927	0.600686691729771	0.999999999999999	0.999999999999999	og23984/og33342	2	2/14
IPR023366	ATP synthase subunit alpha, N-terminal domain-like superfamily	2/5009	14/35927	0.600686691729771	0.999999999999999	0.999999999999999	og32917/og33042	2	2/14
IPR023631	Amidase signature domain	2/5009	14/35927	0.600686691729771	0.999999999999999	0.999999999999999	og23456/og29547	2	2/14
IPR045055	DNA2/NAM7-like helicase	2/5009	14/35927	0.600686691729771	0.999999999999999	0.999999999999999	og25801/og29283	2	2/14
IPR001246	Lipoxygenase, plant	3/5009	22/35927	0.609396337916268	0.999999999999999	0.999999999999999	og30729/og31264/og32484	3	3/22
IPR005824	KOW	2/5009	15/35927	0.639336810690484	0.999999999999999	0.999999999999999	og24615/og33170	2	2/15
IPR006766	Protein EXORDIUM-like	2/5009	15/35927	0.639336810690484	0.999999999999999	0.999999999999999	og24514/og25811	2	2/15
IPR013747	Beta-ketoacyl-[acyl-carrier-protein] synthase III, C-terminal	2/5009	15/35927	0.639336810690484	0.999999999999999	0.999999999999999	og26461/og29573	2	2/15
IPR023333	Proteasome B-type subunit	2/5009	15/35927	0.639336810690484	0.999999999999999	0.999999999999999	og27879/og29836	2	2/15
IPR029048	Heat shock protein 70kD, C-terminal domain superfamily	2/5009	15/35927	0.639336810690484	0.999999999999999	0.999999999999999	og28634/og29184	2	2/15
IPR035647	EF-G domain III/V-like	2/5009	15/35927	0.639336810690484	0.999999999999999	0.999999999999999	og33163/og33480	2	2/15
IPR012678	Ribosomal protein uL23/eL15/eS24 core domain superfamily	3/5009	23/35927	0.640480586849965	0.999999999999999	0.999999999999999	og28542/og30831/og33532	3	3/23
IPR001155	NADH:flavin oxidoreductase/NADH oxidase, N-terminal	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29246	1	1/7
IPR001544	Aminotransferase class IV	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og24959	1	1/7
IPR002168	Lipase, GDXG, putative histidine active site	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og23795	1	1/7
IPR002523	Mg2+ transporter protein, CorA-like/Zinc transport protein ZntB	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og23040	1	1/7
IPR003386	Lecithin:cholesterol/phospholipid:diacylglycerol acyltransferase	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og31318	1	1/7
IPR004217	Tim10-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og31159	1	1/7
IPR005519	Acid phosphatase, class B-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og24512	1	1/7
IPR005679	Ribosomal protein uS12, bacterial-type	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29487	1	1/7
IPR006083	Phosphoribulokinase/uridine kinase	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og23656	1	1/7
IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28217	1	1/7
IPR006138	NADH-ubiquinone oxidoreductase, 20 Kd subunit	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og33040	1	1/7
IPR007312	Phosphoesterase	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og30962	1	1/7
IPR007462	Protein CONTINUOUS VASCULAR RING 1-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og26839	1	1/7
IPR007728	Pre-SET domain	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28635	1	1/7
IPR010241	Ferredoxin [2Fe-2S], plant	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og33128	1	1/7
IPR010325	Rhamnogalacturonate lyase	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28706	1	1/7
IPR010684	RNA polymerase II transcription factor SIII, subunit A	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29475	1	1/7
IPR010979	Small ribosomal subunit protein uS13-like, H2TH	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og23043	1	1/7
IPR012348	Ribonucleotide reductase-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og25427	1	1/7
IPR013120	Fatty acyl-coenzyme A reductase-like, NAD-binding domain	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28222	1	1/7
IPR015157	Translation machinery associated TMA7	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og25452	1	1/7
IPR015798	Copper amine oxidase, catalytic domain	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og24555	1	1/7
IPR019805	Heat shock protein Hsp90, conserved site	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og27931	1	1/7
IPR020056	Large ribosomal subunit protein bL25/Gln-tRNA synthetase, N-terminal	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28581	1	1/7
IPR021151	GINS subunit, domain A	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og26883	1	1/7
IPR023614	Porin domain superfamily	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og23484	1	1/7
IPR023674	Ribosomal protein uL1-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29485	1	1/7
IPR024964	CTLH/CRA C-terminal to LisH motif domain	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29428	1	1/7
IPR027534	Large ribosomal subunit protein P1/P2	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28443	1	1/7
IPR028364	Ribosomal protein uL1/ribosomal biogenesis protein	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29485	1	1/7
IPR029411	Rhamnogalacturonan lyase, domain III	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28706	1	1/7
IPR029413	Rhamnogalacturonan lyase, domain II	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28706	1	1/7
IPR035427	Tim10-like domain superfamily	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og31159	1	1/7
IPR036038	Aminotransferase-like, PLP-dependent enzymes	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og24959	1	1/7
IPR036394	Ribosomal protein uL22 superfamily	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og33102	1	1/7
IPR036419	Ribosomal protein S3, C-terminal domain superfamily	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29486	1	1/7
IPR036460	Copper amine oxidase, catalytic domain superfamily	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og24555	1	1/7
IPR036898	RNA polymerase Rpb7-like, N-terminal domain superfamily	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og23903	1	1/7
IPR037232	NADH:ubiquinone oxidoreductase, 30kDa subunit superfamily	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29705	1	1/7
IPR039058	Yippee family	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og24287	1	1/7
IPR039265	Putative lipid-transfer protein DIR1-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28694	1	1/7
IPR043132	Branched-chain-amino-acid aminotransferase-like, C-terminal	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og24959	1	1/7
IPR044775	Sugar transporter ERD6/Tret1-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og33586	1	1/7
IPR045247	Oxidoreductase Oye-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og29246	1	1/7
IPR045265	AIR12, DOMON domain	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28585	1	1/7
IPR045321	Chitinase Cts1-like	1/5009	7/35927	0.65046397730335	0.999999999999999	0.999999999999999	og28640	1	1/7
IPR014722	Large ribosomal subunit protein uL2, domain 2	6/5009	47/35927	0.655611789917734	0.999999999999999	0.999999999999999	og23248/og23752/og24615/og29096/og31345/og33170	6	6/47
IPR001179	FKBP-type peptidyl-prolyl cis-trans isomerase domain	3/5009	24/35927	0.669778484208167	0.999999999999999	0.999999999999999	og23366/og29620/og31287	3	3/24
IPR005804	Fatty acid desaturase domain	3/5009	24/35927	0.669778484208167	0.999999999999999	0.999999999999999	og26313/og28663/og32896	3	3/24
IPR019557	Aminotransferase-like, plant mobile domain	9/5009	71/35927	0.67244772646006	0.999999999999999	0.999999999999999	og25138/og26599/og27042/og30451/og30465/og30824/og32208/og32499/og32545	9	9/71
IPR011701	Major facilitator superfamily	5/5009	40/35927	0.672622208402249	0.999999999999999	0.999999999999999	og24086/og24733/og29516/og31288/og33555	5	5/40
IPR001041	2Fe-2S ferredoxin-type iron-sulfur binding domain	2/5009	16/35927	0.674973981109471	0.999999999999999	0.999999999999999	og25713/og33128	2	2/16
IPR020003	ATPase, alpha/beta subunit, nucleotide-binding domain, active site	2/5009	16/35927	0.674973981109471	0.999999999999999	0.999999999999999	og33290/og33308	2	2/16
IPR007527	Zinc finger, SWIM-type	4/5009	33/35927	0.694184543646667	0.999999999999999	0.999999999999999	og25946/og29737/og31144/og33202	4	4/33
IPR034294	Aquaporin transporter	4/5009	33/35927	0.694184543646667	0.999999999999999	0.999999999999999	og23073/og23755/og31062/og32807	4	4/33
IPR000795	Translational (tr)-type GTP-binding domain	3/5009	25/35927	0.697283416984403	0.999999999999999	0.999999999999999	og33163/og33480/og33578	3	3/25
IPR001929	Germin	3/5009	25/35927	0.697283416984403	0.999999999999999	0.999999999999999	og23772/og24683/og28678	3	3/25
IPR044814	Terpene cyclases, class 1, plant	3/5009	25/35927	0.697283416984403	0.999999999999999	0.999999999999999	og27899/og28466/og32274	3	3/25
IPR000634	Serine/threonine dehydratase, pyridoxal-phosphate-binding site	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og23588	1	1/8
IPR000683	Gfo/Idh/MocA-like oxidoreductase, N-terminal	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27902	1	1/8
IPR001289	Nuclear transcription factor Y subunit A	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og26326	1	1/8
IPR002259	Equilibrative nucleoside transporter	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og23465	1	1/8
IPR004160	Translation elongation factor EFTu/EF1A, C-terminal	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og33578	1	1/8
IPR004993	GH3 family	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og26390	1	1/8
IPR007121	RNA polymerase, beta subunit, conserved site	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og28220	1	1/8
IPR007700	Domain of unknown function DUF668	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og25055	1	1/8
IPR009068	uS15/NS1, RNA-binding domain superfamily	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og26298	1	1/8
IPR011059	Metal-dependent hydrolase, composite domain superfamily	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27306	1	1/8
IPR012417	Calmodulin-binding domain, plant	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27173	1	1/8
IPR012724	Chaperone DnaJ	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og33410	1	1/8
IPR013632	DNA recombination and repair protein Rad51-like, C-terminal	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27787	1	1/8
IPR015884	Malic enzyme, conserved site	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og24441	1	1/8
IPR016138	Ribosome-inactivating protein, subdomain 1	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og23047	1	1/8
IPR016139	Ribosome-inactivating protein, subdomain 2	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og23047	1	1/8
IPR017989	Ribosome-inactivating protein type 1/2	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og23047	1	1/8
IPR018066	Tubby, C-terminal, conserved site	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og28662	1	1/8
IPR018130	Small ribosomal subunit protein uS2, conserved site	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og22968	1	1/8
IPR020610	Thiolase, active site	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og24223	1	1/8
IPR021864	Domain of unknown function DUF3475	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og25055	1	1/8
IPR024593	Domain of unknown function DUF3444	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og28753	1	1/8
IPR026055	Fatty acyl-CoA reductase	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og28222	1	1/8
IPR026939	ZNF706/At2g23090 superfamily	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27609	1	1/8
IPR027934	Cellulose synthase, RING-type zinc finger	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og25228	1	1/8
IPR031066	Basic helix-loop-helix (bHLH) transcription factors ALC-like, plant	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27956	1	1/8
IPR032501	Proteasomal ATPase, second OB domain	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og29770	1	1/8
IPR036041	Ribosome-inactivating protein superfamily	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og23047	1	1/8
IPR036574	Knottin, scorpion toxin-like superfamily	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27396	1	1/8
IPR037196	HSP90, C-terminal domain	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og27931	1	1/8
IPR039204	Magnesium transporter MRS2-like	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og23040	1	1/8
IPR039633	Plastid-lipid-associated protein	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og34863	1	1/8
IPR044730	Ribonuclease H-like domain, plant type	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og24283	1	1/8
IPR045843	Transcription factor IND-like	1/5009	8/35927	0.699206347506232	0.999999999999999	0.999999999999999	og26267	1	1/8
IPR002293	Amino acid/polyamine transporter I	2/5009	17/35927	0.707686887710147	0.999999999999999	0.999999999999999	og27352/og30443	2	2/17
IPR010399	Tify domain	2/5009	17/35927	0.707686887710147	0.999999999999999	0.999999999999999	og31369/og33123	2	2/17
IPR017926	Glutamine amidotransferase	2/5009	17/35927	0.707686887710147	0.999999999999999	0.999999999999999	og27890/og31165	2	2/17
IPR036010	2Fe-2S ferredoxin-like superfamily	2/5009	17/35927	0.707686887710147	0.999999999999999	0.999999999999999	og25713/og33128	2	2/17
IPR041677	DNA2/NAM7 helicase, helicase domain	2/5009	17/35927	0.707686887710147	0.999999999999999	0.999999999999999	og25801/og29283	2	2/17
IPR042102	RNA polymerase Rpb1, domain 3 superfamily	2/5009	17/35927	0.707686887710147	0.999999999999999	0.999999999999999	og30829/og31252	2	2/17
IPR036852	Peptidase S8/S53 domain superfamily	6/5009	50/35927	0.714877906436382	0.999999999999999	0.999999999999999	og25808/og26479/og29803/og31364/og33053/og35034	6	6/50
IPR016167	FAD-binding, type PCMH, subdomain 1	4/5009	34/35927	0.716991056020462	0.999999999999999	0.999999999999999	og21639/og25713/og29496/og31366	4	4/34
IPR001926	Tryptophan synthase beta chain-like, PALP domain	3/5009	26/35927	0.723011437557755	0.999999999999999	0.999999999999999	og23460/og23588/og27649	3	3/26
IPR033443	PROP1-like, PPR domain	3/5009	26/35927	0.723011437557755	0.999999999999999	0.999999999999999	og25674/og28028/og33405	3	3/26
IPR002213	UDP-glucuronosyl/UDP-glucosyltransferase	16/5009	129/35927	0.730439682696006	0.999999999999999	0.999999999999999	og22368/og22881/og22959/og23102/og23347/og25908/og26141/og26491/og27906/og27919/og27924/og28773/og29710/og29807/og31068/og32276	16	16/129
IPR043129	ATPase, nucleotide binding domain	6/5009	51/35927	0.732984545293606	0.999999999999999	0.999999999999999	og25928/og26474/og27574/og27787/og29611/og31071	6	6/51
IPR025660	Cysteine peptidase, histidine active site	2/5009	18/35927	0.737598051375512	0.999999999999999	0.999999999999999	og28675/og30758	2	2/18
IPR000007	Tubby, C-terminal	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og28662	1	1/9
IPR000192	Aminotransferase class V domain	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og26465	1	1/9
IPR000357	HEAT repeat	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og27401	1	1/9
IPR001305	Heat shock protein DnaJ, cysteine-rich domain	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og33410	1	1/9
IPR001574	Ribosome-inactivating protein	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og23047	1	1/9
IPR001865	Small ribosomal subunit protein uS2	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og22968	1	1/9
IPR002562	3'-5' exonuclease domain	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og25472	1	1/9
IPR002653	Zinc finger, A20-type	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og26262	1	1/9
IPR004648	Tetrapeptide transporter, OPT1/isp4	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og32214	1	1/9
IPR005380	XS domain	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og34994	1	1/9
IPR005880	Large ribosomal subunit protein uL2, bacterial/organellar-type	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og23752	1	1/9
IPR006968	Root UVB sensitive family	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og23050	1	1/9
IPR008545	WEB family	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og28284	1	1/9
IPR009001	Translation elongation factor EF1A/initiation factor IF2gamma, C-terminal	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og33578	1	1/9
IPR009019	K homology domain superfamily, prokaryotic type	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og32550	1	1/9
IPR012438	Protein of unknown function DUF1639	1/5009	9/35927	0.741152821665905	0.999999999999999	0.999999999999999	og23798	1	1/9
