Map_ID	Map_description	KO_Num_InMap	KO	Cma_Gene	Cmo_Gene	Cla_Gene	Csa_Gene	Cme_Gene
00071	Fatty acid degradation	11	K07513	Cma_026139, Cma_023486, Cma_006464, Cma_016881	Cmo_020454, Cmo_023356, Cmo_026524, Cmo_030666	Cla021441, Cla002733, Cla002944, Cla021892	Csa2M129150.1, Csa3M133140.1, Csa3M624070.1	MELO3C006334P1, MELO3C018060P1, MELO3C020466P1
00071	Fatty acid degradation	11	K10527	Cma_023700, Cma_023706, Cma_023707, Cma_019259, Cma_019262, Cma_018713	Cmo_011857, Cmo_030153, Cmo_030156, Cmo_020247, Cmo_020254	Cla016773, Cla009294, Cla009300	Csa2M003610.1, Csa6M306330.1, Csa6M319770.1	MELO3C004565P1, MELO3C021318P1, MELO3C021326P2
00071	Fatty acid degradation	11	K14085	Cma_014371	Cmo_017201	Cla015539	Csa7M448900.1	MELO3C024345P2
00071	Fatty acid degradation	11	K18857	Cma_006796, Cma_006797, Cma_006799, Cma_003278	Cmo_005006, Cmo_027549, Cmo_027550, Cmo_027551	Cla015027, Cla015028	Csa7M320050.1, Csa7M322060.1	MELO3C023685P2, MELO3C023687P1, MELO3C027151P1
00072	Synthesis and degradation of ketone bodies	3	K00626	Cma_027349, Cma_012544, Cma_030971	Cmo_029025, Cmo_016022, Cmo_028025	Cla010997, Cla015696	Csa1M173130.1, Csa7M031640.1	MELO3C024190P1, MELO3C026065P1
00072	Synthesis and degradation of ketone bodies	3	K01640	Cma_008413, Cma_010707, Cma_016475	Cmo_019769, Cmo_010869, Cmo_004395	Cla008590, Cla002934	Csa3M823050.1, Csa6M429100.2	MELO3C009815P1, MELO3C014547P1
00072	Synthesis and degradation of ketone bodies	3	K01641	Cma_022960, Cma_024579	Cmo_025747, Cmo_000861	Cla001148	Csa3M038200.1	MELO3C014017P1
00073	Cutin, suberine and wax biosynthesis	9	K13356	Cma_026378, Cma_010655, Cma_010657, Cma_010658, Cma_016519	Cmo_019813, Cmo_029169, Cmo_010807, Cmo_010808, Cmo_010809, Cmo_010810, Cmo_010811, Cmo_010812	Cla011600, Cla001678, Cla001679, Cla008653, Cla008654	Csa1M145860.1, Csa4M551130.1, Csa6M151790.1, Csa6M151800.1, Csa6M151810.1, Csa6M152310.1	MELO3C004822P1, MELO3C008988P1, MELO3C021431P1
00073	Cutin, suberine and wax biosynthesis	9	K13407	Cma_016950	Cmo_030736	Cla006010	Csa7M198310.1	MELO3C013194P1
00073	Cutin, suberine and wax biosynthesis	9	K15398	Cma_023809	Cmo_029410, Cmo_020156	Cla011436, Cla001235	Csa5M153010.1, Csa6M004550.1	MELO3C005686P1, MELO3C021205P1
00073	Cutin, suberine and wax biosynthesis	9	K15400	Cma_011831, Cma_007451, Cma_028738, Cma_003947, Cma_024939, Cma_002604, Cma_003174	Cmo_008228, Cmo_024269, Cmo_005677, Cmo_002662, Cmo_003234, Cmo_006467, Cmo_000124	Cla021729, Cla012321, Cla001640, Cla021012, Cla019295	Csa1M001360.1, Csa1M395610.1, Csa2M091770.1, Csa2M091780.1, Csa3M153710.1, Csa4M652090.1	MELO3C006654P1, MELO3C016974P1, MELO3C025311P1, MELO3C026188P1
00073	Cutin, suberine and wax biosynthesis	9	K15401	Cma_018444, Cma_031241	Cmo_013924, Cmo_024011	Cla008176	Csa1M528600.1	MELO3C020561P1
00073	Cutin, suberine and wax biosynthesis	9	K15402	Cma_014065	Cmo_016904	Cla015202		
00073	Cutin, suberine and wax biosynthesis	9	K15403	Cma_014325, Cma_019719, Cma_005852	Cmo_023835, Cmo_018339, Cmo_017162	Cla012612, Cla015582	Csa3M848300.1, Csa7M451340.1	MELO3C013057P1, MELO3C024391P1
00073	Cutin, suberine and wax biosynthesis	9	K15404	Cma_029687, Cma_029688, Cma_019517, Cma_006530, Cma_006531	Cmo_023631, Cmo_026449, Cmo_026450, Cmo_026452, Cmo_000402, Cmo_000403	Cla021361, Cla021362, Cla021363, Cla021364, Cla006996	Csa3M127750.1, Csa3M127760.1, Csa3M127770.1, Csa6M079750.1	MELO3C006252P1, MELO3C006253P1, MELO3C006254P1, MELO3C022464P2
00073	Cutin, suberine and wax biosynthesis	9	K17991	Cma_023516, Cma_001019, Cma_000072, Cma_017020	Cmo_029673, Cmo_008927, Cmo_009955, Cmo_020428	Cla003398, Cla007897, Cla007615	Csa2M075960.1, Csa2M171880.1, Csa5M628130.1	MELO3C008648P1, MELO3C023038P1, MELO3C026432P1
00100	Steroid biosynthesis	18	K00213		Cmo_023753	Cla015486	Csa7M447780.1	MELO3C024285P1
00100	Steroid biosynthesis	18	K00222	Cma_008132, Cma_023245	Cmo_001172, Cmo_004695	Cla017733	Csa3M748820.1	MELO3C009431P1
00100	Steroid biosynthesis	18	K00227	Cma_018192, Cma_005767	Cmo_018436, Cmo_013664	Cla010940	Csa4M409800.1	MELO3C010409P1
00100	Steroid biosynthesis	18	K00511	Cma_021241, Cma_007561, Cma_031495, Cma_004049, Cma_004050, Cma_017670	Cmo_008112, Cmo_016357, Cmo_005787, Cmo_022025, Cmo_015593	Cla006490, Cla020903, Cla001251, Cla022651	Csa2M353480.1, Csa4M645290.1, Csa7M069710.1	MELO3C010781P1, MELO3C016845P1, MELO3C018550P1
00100	Steroid biosynthesis	18	K00559	Cma_018025, Cma_008847	Cmo_013481, Cmo_003943	Cla017280, Cla017281	Csa3M689270.1, Csa3M689280.1	MELO3C023989P2, MELO3C023990P1
00100	Steroid biosynthesis	18	K00801	Cma_024411	Cmo_012868	Cla016602	Csa2M251460.1	MELO3C023346P1
00100	Steroid biosynthesis	18	K01052	Cma_030789, Cma_031463	Cmo_016295, Cmo_013180	Cla013510, Cla016059	Csa6M168240.1, Csa7M072760.1	MELO3C018487P1, MELO3C019723P1
00100	Steroid biosynthesis	18	K01824		Cmo_018214	Cla012759	Csa4M007050.1	MELO3C017829P2
00100	Steroid biosynthesis	18	K01853	Cma_011535, Cma_013663, Cma_019638	Cmo_023751, Cmo_024600, Cmo_016519	Cla015469, Cla018902, Cla007080	Csa1M025810.1, Csa7M447170.1	MELO3C022374P1, MELO3C024270P1
00100	Steroid biosynthesis	18	K05917	Cma_005985, Cma_031990	Cmo_018205, Cmo_031741	Cla012774	Csa4M007710.1	MELO3C017815P1
00100	Steroid biosynthesis	18	K07748	Cma_019049, Cma_031924	Cmo_012185, Cmo_031647	Cla021873, Cla021958	Csa3M174040.1, Csa6M361340.1	MELO3C006796P1, MELO3C011497P1
00100	Steroid biosynthesis	18	K08242	Cma_004283	Cmo_006020	Cla007420	Csa3M875420.1	MELO3C003726P1
00100	Steroid biosynthesis	18	K08246	Cma_015744, Cma_020269	Cmo_017488, Cmo_017492, Cmo_025825	Cla002612	Csa1M050410.1	MELO3C002354P1
00100	Steroid biosynthesis	18	K09828	Cma_018048, Cma_014058, Cma_022315	Cmo_021060, Cmo_013507, Cmo_016894	Cla010776, Cla015192	Csa4M103350.1	MELO3C022613P1, MELO3C023603P1
00100	Steroid biosynthesis	18	K09832	Cma_021463, Cma_004484	Cmo_027218, Cmo_027701	Cla009766	Csa6M522820.1	MELO3C007140P1
00100	Steroid biosynthesis	18	K14423	Cma_022935, Cma_024592	Cmo_025727, Cmo_000836	Cla005697	Csa3M036480.1	MELO3C013991P2
00100	Steroid biosynthesis	18	K14424	Cma_018414, Cma_031254	Cmo_013891, Cmo_024045	Cla008213	Csa1M524750.1	MELO3C020602P1
00100	Steroid biosynthesis	18	K14674	Cma_026372, Cma_025308	Cmo_031860, Cmo_026902	Cla005001	Csa4M358630.1	MELO3C020721P1
00140	Steroid hormone biosynthesis	3	K00512	Cma_027938	Cmo_024820	Cla011543	Csa5M158600.1	MELO3C005574P1, MELO3C005575P1, MELO3C005576P1
00140	Steroid hormone biosynthesis	3	K10251	Cma_020679, Cma_001798, Cma_025866, Cma_017731	Cmo_019231, Cmo_021969, Cmo_011109, Cmo_015078	Cla010003, Cla022721	Csa2M350250.1, Csa5M591790.1	MELO3C010710P1, MELO3C011901P1
00140	Steroid hormone biosynthesis	3	K12345	Cma_002126	Cmo_003733	Cla015876	Csa7M007840.1	MELO3C002788P1
00561	Glycerolipid metabolism	25	K00011	Cma_027496, Cma_029992	Cmo_016178	Cla015877, Cla015878, Cla015879	Csa7M007810.1, Csa7M007820.1, Csa7M007830.1	MELO3C003284P1, MELO3C013410P1, MELO3C013411P1
00561	Glycerolipid metabolism	25	K00128	Cma_020627, Cma_007184, Cma_003581, Cma_003582, Cma_009579, Cma_016433, Cma_003091, Cma_017788	Cmo_019724, Cmo_008498, Cmo_029618, Cmo_005326, Cmo_005327, Cmo_021907, Cmo_002746, Cmo_015041	Cla014544, Cla023176, Cla023177, Cla019804, Cla019184, Cla008541	Csa1M005520.1, Csa2M010420.1, Csa4M043870.1, Csa4M291370.1, Csa4M361880.1, Csa4M361890.1	MELO3C004383P2, MELO3C010493P1, MELO3C010494P1, MELO3C014600P1, MELO3C014601P2, MELO3C017100P1, MELO3C017542P1
00561	Glycerolipid metabolism	25	K00630	Cma_026211, Cma_016823	Cmo_023286, Cmo_030610	Cla016244	Csa3M900970.1	MELO3C003440P1
00561	Glycerolipid metabolism	25	K00655	Cma_028926, Cma_030440	Cmo_016451, Cmo_026972	Cla013272	Csa2M059790.1, Csa4M476190.1	MELO3C008959P2
00561	Glycerolipid metabolism	25	K00679	Cma_014351, Cma_019703, Cma_010290	Cmo_023818, Cmo_017183, Cmo_010430	Cla015558, Cla008683	Csa6M149960.1, Csa7M450610.2	MELO3C021466P1, MELO3C024364P1
00561	Glycerolipid metabolism	25	K00863	Cma_020623	Cmo_026203	Cla018662	Csa1M030620.1	MELO3C001926P1
00561	Glycerolipid metabolism	25	K00864	Cma_014176	Cmo_017015	Cla015346	Csa7M432280.1	MELO3C023442P1
00561	Glycerolipid metabolism	25	K00901	Cma_011451, Cma_018614, Cma_020552, Cma_010175, Cma_009745, Cma_027544, Cma_017110	Cmo_029456, Cmo_024683, Cmo_014097, Cmo_026127, Cmo_010410, Cmo_029769, Cmo_006589	Cla011741, Cla022828, Cla013597, Cla018576, Cla018790	Csa1M039060.1, Csa1M295150.1, Csa2M058110.1, Csa3M099600.1, Csa6M123470.1	MELO3C002017P1, MELO3C004041P1, MELO3C013540P1, MELO3C013541P2, MELO3C016566P1, MELO3C016568P1, MELO3C017511P1
00561	Glycerolipid metabolism	25	K01054	Cma_015290, Cma_012832, Cma_015716, Cma_020132, Cma_020443, Cma_028582, Cma_004426, Cma_031632	Cmo_001620, Cmo_006976, Cmo_007815, Cmo_027153, Cmo_017608, Cmo_026001, Cmo_028375, Cmo_027647	Cla019473, Cla016443, Cla018433, Cla003513, Cla009831	Csa1M043010.1, Csa1M073040.1, Csa5M365670.1, Csa5M644590.1, Csa6M525500.1	MELO3C002154P1, MELO3C002571P1, MELO3C003017P1, MELO3C007072P1, MELO3C022099P1
00561	Glycerolipid metabolism	25	K03715	Cma_020996, Cma_018794	Cmo_011919, Cmo_006253, Cmo_015363	Cla016674, Cla022371	Csa2M008110.1, Csa2M382780.1	MELO3C004474P1, MELO3C011311P3
00561	Glycerolipid metabolism	25	K06118	Cma_007536	Cmo_008153	Cla020876	Csa4M646090.1	MELO3C016873P1
00561	Glycerolipid metabolism	25	K06119	Cma_007939, Cma_028051	Cmo_001373, Cmo_004876	Cla017968	Csa3M732460.1	MELO3C009186P1
00561	Glycerolipid metabolism	25	K07407	Cma_001068, Cma_001070, Cma_025752, Cma_025772	Cmo_009994, Cmo_011220, Cmo_011242, Cmo_011243	Cla022883, Cla022884, Cla022885, Cla007286	Csa5M220910.1, Csa5M580620.1, Csa5M580630.1	MELO3C011770P1, MELO3C011771P1, MELO3C020138P1
00561	Glycerolipid metabolism	25	K09480	Cma_029785, Cma_004759, Cma_031768	Cmo_022748, Cmo_027496, Cmo_000485	Cla021254, Cla008401	Csa3M122630.1, Csa6M476710.1	MELO3C006133P1, MELO3C024587P1
00561	Glycerolipid metabolism	25	K11155	Cma_018656	Cmo_011809	Cla016839	Csa2M000370.2	MELO3C004632P2
00561	Glycerolipid metabolism	25	K13506	Cma_027404, Cma_012511	Cmo_028991, Cmo_016076	Cla015757	Csa7M024000.1	MELO3C013265P1
00561	Glycerolipid metabolism	25	K13508	Cma_027119, Cma_007933, Cma_023808, Cma_011898, Cma_001173, Cma_028057	Cmo_018576, Cmo_021044, Cmo_015783, Cmo_020157, Cmo_001378, Cmo_030536, Cmo_004882	Cla017972, Cla015156, Cla005520, Cla003998, Cla001234	Csa3M732400.1, Csa5M182690.1, Csa6M004540.1, Csa6M423450.1, Csa7M412840.1	MELO3C009182P1, MELO3C014475P1, MELO3C015908P1, MELO3C021206P1, MELO3C023876P1
00561	Glycerolipid metabolism	25	K13513	Cma_021122, Cma_012069, Cma_017569	Cmo_022130, Cmo_031046, Cmo_015481	Cla015958, Cla022518	Csa2M361360.1, Csa7M253210.1	MELO3C010918P1, MELO3C012571P1
00561	Glycerolipid metabolism	25	K13519	Cma_022976, Cma_024561	Cmo_031505, Cmo_000882	Cla004420	Csa3M043890.1	MELO3C014054P1
00561	Glycerolipid metabolism	25	K13523	Cma_018621, Cma_008300, Cma_002353	Cmo_014107, Cmo_003494, Cmo_004505	Cla006300, Cla017508	Csa1M613620.1, Csa3M812100.1	MELO3C009663P3
00561	Glycerolipid metabolism	25	K14085	Cma_014371	Cmo_017201	Cla015539	Csa7M448900.1	MELO3C024345P2
00561	Glycerolipid metabolism	25	K14457	Cma_024846	Cmo_025467		Csa3M00090.1	MELO3C013703P2
00561	Glycerolipid metabolism	25	K14674	Cma_026372, Cma_025308	Cmo_031860, Cmo_026902	Cla005001	Csa4M358630.1	MELO3C020721P1
00561	Glycerolipid metabolism	25	K15728	Cma_008034, Cma_021157, Cma_023355, Cma_031750, Cma_017601	Cmo_022597, Cmo_022091, Cmo_015513, Cmo_001282, Cmo_004791	Cla018249, Cla017865, Cla022559	Csa2M359960.1, Csa3M735050.1, Csa4M293170.1	MELO3C003087P1, MELO3C003088P1, MELO3C009290P1, MELO3C010877P1
00561	Glycerolipid metabolism	25	K15918	Cma_014224, Cma_022182	Cmo_021185, Cmo_017063	Cla015413	Csa7M435550.1	MELO3C023371P1
00564	Glycerophospholipid metabolism	37	K00006	Cma_014656, Cma_015104, Cma_013021, Cma_026448, Cma_000099	Cmo_002275, Cmo_029085, Cmo_007161, Cmo_007623, Cmo_008957	Cla006843, Cla007303, Cla005919, Cla004639	Csa4M340510.1, Csa5M223030.1, Csa5M457740.1	MELO3C005116P1, MELO3C020157P1, MELO3C020158P1, MELO3C021604P1, MELO3C026337P1
00564	Glycerophospholipid metabolism	37	K00111	Cma_014962, Cma_013128	Cmo_002160, Cmo_007299	Cla013751	Csa6M406540.1	MELO3C019820P1
00564	Glycerophospholipid metabolism	37	K00550	Cma_017976	Cmo_013430		Csa3M710860.1	MELO3C026739P1
00564	Glycerophospholipid metabolism	37	K00630	Cma_026211, Cma_016823	Cmo_023286, Cmo_030610	Cla016244	Csa3M900970.1	MELO3C003440P1
00564	Glycerophospholipid metabolism	37	K00655	Cma_028926, Cma_030440	Cmo_016451, Cmo_026972	Cla013272	Csa2M059790.1, Csa4M476190.1	MELO3C008959P2
00564	Glycerophospholipid metabolism	37	K00894	Cma_029014, Cma_006758	Cmo_030069, Cmo_027509	Cla003692	Csa6M018610.1	MELO3C024971P1
00564	Glycerophospholipid metabolism	37	K00901	Cma_011451, Cma_018614, Cma_020552, Cma_010175, Cma_009745, Cma_027544, Cma_017110	Cmo_029456, Cmo_024683, Cmo_014097, Cmo_026127, Cmo_010410, Cmo_029769, Cmo_006589	Cla011741, Cla022828, Cla013597, Cla018576, Cla018790	Csa1M039060.1, Csa1M295150.1, Csa2M058110.1, Csa3M099600.1, Csa6M123470.1	MELO3C002017P1, MELO3C004041P1, MELO3C013540P1, MELO3C013541P2, MELO3C016566P1, MELO3C016568P1, MELO3C017511P1
00564	Glycerophospholipid metabolism	37	K00967	Cma_011524, Cma_002861	Cmo_024610, Cmo_002979, Cmo_001442	Cla018071, Cla018893	Csa1M434170.1, Csa3M727900.1	MELO3C009088P1, MELO3C017389P1
00564	Glycerophospholipid metabolism	37	K00968	Cma_007098, Cma_003661	Cmo_008581, Cmo_005403	Cla023267	Csa4M618470.1	MELO3C026379P1
00564	Glycerophospholipid metabolism	37	K00981	Cma_021693, Cma_015474, Cma_019873, Cma_005307	Cmo_014632, Cmo_031826, Cmo_028120, Cmo_027922	Cla008987, Cla008989, Cla014408	Csa1M194700.1, Csa6M511760.1	MELO3C007432P1, MELO3C021695P1
00564	Glycerophospholipid metabolism	37	K00993	Cma_014635, Cma_013493, Cma_001557	Cmo_001776, Cmo_018962, Cmo_007648	Cla020340, Cla005886	Csa1M108820.1, Csa5M430510.1, Csa5M431020.1, Csa5M608060.1	MELO3C004949P1
00564	Glycerophospholipid metabolism	37	K00995	Cma_000255, Cma_001231	Cmo_018635, Cmo_009122	Cla020089	Csa5M177040.1	MELO3C011715P1
00564	Glycerophospholipid metabolism	37	K00999	Cma_030839, Cma_010085	Cmo_012980, Cmo_010257	Cla020275		MELO3C020821P1
00564	Glycerophospholipid metabolism	37	K01047	Cma_002857	Cmo_002982	Cla018886	Csa1M433610.1	MELO3C017400P1
00564	Glycerophospholipid metabolism	37	K01094	Cma_027128, Cma_011902	Cmo_015794, Cmo_030531	Cla005531	Csa6M423380.1	MELO3C014464P2
00564	Glycerophospholipid metabolism	37	K01114	Cma_010986, Cma_010987, Cma_011820, Cma_019482, Cma_019481, Cma_003166, Cma_024031	Cmo_031958, Cmo_023593, Cmo_024279, Cmo_012484, Cmo_002671, Cmo_021593	Cla013357, Cla007357, Cla010581, Cla019282	Csa1M001490.1, Csa1M629050.1, Csa2M119360.1, Csa2M119380.1, Csa6M185840.1	MELO3C015115P1, MELO3C020373P1, MELO3C020374P1, MELO3C025856P1, MELO3C026201P1
00564	Glycerophospholipid metabolism	37	K01115	Cma_017929, Cma_017858, Cma_021749, Cma_022959, Cma_023375, Cma_023718, Cma_019246, Cma_019552, Cma_019813, Cma_005224, Cma_018964, Cma_017408, Cma_017463	Cmo_012102, Cmo_023665, Cmo_023931, Cmo_013383, Cmo_013307, Cmo_022233, Cmo_022286, Cmo_030143, Cmo_014550, Cmo_027983, Cmo_020238, Cmo_020566, Cmo_000860	Cla012617, Cla012712, Cla019943, Cla014323, Cla015371, Cla001149, Cla022324, Cla022393, Cla006940, Cla009281	Csa2M032750.1, Csa2M347140.1, Csa2M381740.1, Csa3M038190.1, Csa3M848850.1, Csa4M004970.1, Csa6M075190.1, Csa6M318140.1, Csa6M507330.1, Csa7M432600.1	MELO3C004211P1, MELO3C007944P1, MELO3C007945P1, MELO3C011258P1, MELO3C011336P1, MELO3C013048P1, MELO3C014016P1, MELO3C017887P1, MELO3C021298P1, MELO3C021299P1, MELO3C022519P2, MELO3C023415P1
00564	Glycerophospholipid metabolism	37	K01126	Cma_016062, Cma_020543	Cmo_017283, Cmo_026113	Cla018559	Csa1M039220.1	MELO3C002033P2
00564	Glycerophospholipid metabolism	37	K01517	Cma_015871, Cma_020231	Cmo_017437, Cmo_025785	Cla005122	Csa1M047440.1	MELO3C002306P1
00564	Glycerophospholipid metabolism	37	K01613	Cma_026276, Cma_016718	Cmo_020018, Cmo_023210	Cla009442, Cla011595	Csa5M162610.1, Csa7M058530.1, Csa7M058540.1	MELO3C003259P1, MELO3C005523P1, MELO3C018674P1
00564	Glycerophospholipid metabolism	37	K05929	Cma_015995, Cma_020461, Cma_002883	Cmo_017333, Cmo_026021, Cmo_002958	Cla018456, Cla018925, Cla018926	Csa1M025050.1, Csa1M042800.1	MELO3C002131P2, MELO3C017356P2
00564	Glycerophospholipid metabolism	37	K06129	Cma_004067	Cmo_005811	Cla012356	Csa6M014730.1	MELO3C025035P1
00564	Glycerophospholipid metabolism	37	K06130	Cma_011307, Cma_017919, Cma_020952, Cma_005919, Cma_002636, Cma_017390	Cmo_018274, Cmo_013374, Cmo_022313, Cmo_003200, Cmo_021275	Cla012270, Cla012695, Cla022306	Csa1M305760.1, Csa2M380030.1, Csa4M004780.1	MELO3C011237P1, MELO3C017906P1, MELO3C026638P1
00564	Glycerophospholipid metabolism	37	K08730	Cma_014537, Cma_013603, Cma_001479, Cma_026568	Cmo_001667, Cmo_018882, Cmo_007756, Cmo_011390	Cla020432, Cla003903	Csa5M576650.4, Csa5M611040.1	MELO3C005332P1, MELO3C012286P2
00564	Glycerophospholipid metabolism	37	K08744	Cma_005344	Cmo_014674	Cla014460	Csa6M514820.1	MELO3C007382P2
00564	Glycerophospholipid metabolism	37	K13506	Cma_027404, Cma_012511	Cmo_028991, Cmo_016076	Cla015757	Csa7M024000.1	MELO3C013265P1
00564	Glycerophospholipid metabolism	37	K13508	Cma_027119, Cma_007933, Cma_023808, Cma_011898, Cma_001173, Cma_028057	Cmo_018576, Cmo_021044, Cmo_015783, Cmo_020157, Cmo_001378, Cmo_030536, Cmo_004882	Cla017972, Cla015156, Cla005520, Cla003998, Cla001234	Csa3M732400.1, Csa5M182690.1, Csa6M004540.1, Csa6M423450.1, Csa7M412840.1	MELO3C009182P1, MELO3C014475P1, MELO3C015908P1, MELO3C021206P1, MELO3C023876P1
00564	Glycerophospholipid metabolism	37	K13510	Cma_021112, Cma_006588, Cma_029083, Cma_017564	Cmo_022138, Cmo_026387, Cmo_015473, Cmo_000467	Cla021280, Cla022509	Csa2M361470.2, Csa3M124860.1	MELO3C006158P1, MELO3C010927P1
00564	Glycerophospholipid metabolism	37	K13511	Cma_024847, Cma_002057	Cmo_003821, Cmo_025466	Cla005220, Cla008966	Csa1M569410.1, Csa3M000070.1	MELO3C013700P1, MELO3C015307P1
00564	Glycerophospholipid metabolism	37	K13513	Cma_021122, Cma_012069, Cma_017569	Cmo_022130, Cmo_031046, Cmo_015481	Cla015958, Cla022518	Csa2M361360.1, Csa7M253210.1	MELO3C010918P1, MELO3C012571P1
00564	Glycerophospholipid metabolism	37	K13519	Cma_022976, Cma_024561	Cmo_031505, Cmo_000882	Cla004420	Csa3M043890.1	MELO3C014054P1
00564	Glycerophospholipid metabolism	37	K13523	Cma_018621, Cma_008300, Cma_002353	Cmo_014107, Cmo_003494, Cmo_004505	Cla006300, Cla017508	Csa1M613620.1, Csa3M812100.1	MELO3C009663P3
00564	Glycerophospholipid metabolism	37	K14156	Cma_001315, Cma_006767, Cma_025751	Cmo_018717, Cmo_011244, Cmo_027520	Cla016389, Cla009918, Cla000456	Csa5M626030.1, Csa7M291720.1	MELO3C012493P1, MELO3C024063P1
00564	Glycerophospholipid metabolism	37	K14674	Cma_026372, Cma_025308	Cmo_031860, Cmo_026902	Cla005001	Csa4M358630.1	MELO3C020721P1
00564	Glycerophospholipid metabolism	37	K15728	Cma_008034, Cma_021157, Cma_023355, Cma_031750, Cma_017601	Cmo_022597, Cmo_022091, Cmo_015513, Cmo_001282, Cmo_004791	Cla018249, Cla017865, Cla022559	Csa2M359960.1, Csa3M735050.1, Csa4M293170.1	MELO3C003087P1, MELO3C003088P1, MELO3C009290P1, MELO3C010877P1
00564	Glycerophospholipid metabolism	37	K16818	Cma_029135, Cma_029914, Cma_022656	Cmo_020725	Cla021076	Csa3M116760.1, Csa6M106200.1	MELO3C005944P1
00564	Glycerophospholipid metabolism	37	K16860	Cma_003960	Cmo_005691	Cla021028	Csa4M651930.1	MELO3C016958P1
00565	Ether lipid metabolism	8	K00993	Cma_014635, Cma_013493, Cma_001557	Cmo_001776, Cmo_018962, Cmo_007648	Cla020340, Cla005886	Csa1M108820.1, Csa5M430510.1, Csa5M431020.1, Csa5M608060.1	MELO3C004949P1
00565	Ether lipid metabolism	8	K01047	Cma_002857	Cmo_002982	Cla018886	Csa1M433610.1	MELO3C017400P1
00565	Ether lipid metabolism	8	K01114	Cma_010986, Cma_010987, Cma_011820, Cma_019482, Cma_019481, Cma_003166, Cma_024031	Cmo_031958, Cmo_023593, Cmo_024279, Cmo_012484, Cmo_002671, Cmo_021593	Cla013357, Cla007357, Cla010581, Cla019282	Csa1M001490.1, Csa1M629050.1, Csa2M119360.1, Csa2M119380.1, Csa6M185840.1	MELO3C015115P1, MELO3C020373P1, MELO3C020374P1, MELO3C025856P1, MELO3C026201P1
00565	Ether lipid metabolism	8	K01115	Cma_017929, Cma_017858, Cma_021749, Cma_022959, Cma_023375, Cma_023718, Cma_019246, Cma_019552, Cma_019813, Cma_005224, Cma_018964, Cma_017408, Cma_017463	Cmo_012102, Cmo_023665, Cmo_023931, Cmo_013383, Cmo_013307, Cmo_022233, Cmo_022286, Cmo_030143, Cmo_014550, Cmo_027983, Cmo_020238, Cmo_020566, Cmo_000860	Cla012617, Cla012712, Cla019943, Cla014323, Cla015371, Cla001149, Cla022324, Cla022393, Cla006940, Cla009281	Csa2M032750.1, Csa2M347140.1, Csa2M381740.1, Csa3M038190.1, Csa3M848850.1, Csa4M004970.1, Csa6M075190.1, Csa6M318140.1, Csa6M507330.1, Csa7M432600.1	MELO3C004211P1, MELO3C007944P1, MELO3C007945P1, MELO3C011258P1, MELO3C011336P1, MELO3C013048P1, MELO3C014016P1, MELO3C017887P1, MELO3C021298P1, MELO3C021299P1, MELO3C022519P2, MELO3C023415P1
00565	Ether lipid metabolism	8	K13510	Cma_021112, Cma_006588, Cma_029083, Cma_017564	Cmo_022138, Cmo_026387, Cmo_015473, Cmo_000467	Cla021280, Cla022509	Csa2M361470.2, Csa3M124860.1	MELO3C006158P1, MELO3C010927P1
00565	Ether lipid metabolism	8	K13519	Cma_022976, Cma_024561	Cmo_031505, Cmo_000882	Cla004420	Csa3M043890.1	MELO3C014054P1
00565	Ether lipid metabolism	8	K14674	Cma_026372, Cma_025308	Cmo_031860, Cmo_026902	Cla005001	Csa4M358630.1	MELO3C020721P1
00565	Ether lipid metabolism	8	K16860	Cma_003960	Cmo_005691	Cla021028	Csa4M651930.1	MELO3C016958P1
00600	Sphingolipid metabolism	14	K00654	Cma_011844, Cma_021190, Cma_003185, Cma_017624	Cmo_024258, Cmo_022069, Cmo_002650, Cmo_015547	Cla019309, Cla022592	Csa1M000720.1, Csa2M356100.1	MELO3C010839P2, MELO3C026175P1
00600	Sphingolipid metabolism	14	K01190	Cma_001328	Cmo_018732	Cla009937	Csa5M623820.1	MELO3C012472P1
00600	Sphingolipid metabolism	14	K01634	Cma_022645	Cmo_020739	Cla001514	Csa6M094720.1	MELO3C022321P1
00600	Sphingolipid metabolism	14	K04708	Cma_028801		Cla021652, Cla013185	Csa3M149900.1	MELO3C006553P1
00600	Sphingolipid metabolism	14	K04710	Cma_014633, Cma_013497, Cma_012102	Cmo_001772, Cmo_007652, Cmo_028617	Cla016010, Cla005881	Csa5M137440.1, Csa7M073690.1	MELO3C005172P1, MELO3C018448P1
00600	Sphingolipid metabolism	14	K04711	Cma_021692, Cma_029706, Cma_005308, Cma_006489	Cmo_014633, Cmo_027921, Cmo_026494, Cmo_000363	Cla021412, Cla014409	Csa3M130320.1, Csa6M511770.1	MELO3C006305P1, MELO3C007431P1
00600	Sphingolipid metabolism	14	K04712	Cma_015706, Cma_020120	Cmo_017619, Cmo_028362	Cla019496, Cla009611	Csa1M073750.1	MELO3C002591P1
00600	Sphingolipid metabolism	14	K04713	Cma_018263, Cma_001650, Cma_031069, Cma_026738	Cmo_012347, Cmo_019062, Cmo_013744, Cmo_011577	Cla004167, Cla010178	Csa2M101090.2, Csa5M605020.1	MELO3C008543P1, MELO3C012088P1
00600	Sphingolipid metabolism	14	K04715	Cma_016162		Cla003628	Csa5M167040.2	MELO3C005488P2
00600	Sphingolipid metabolism	14	K04718	Cma_005387	Cmo_014721	Cla001364	Csa6M517070.1	MELO3C007311P1
